11	300
12	295
13	290
13	285
15	280
16	275
17	270
18	265
20	260
21	255
23	250
25	245
27	240
30	235
32	230
35	225
38	220
41	215
45	210
50	205
54	200
60	195
66	190
73	185
80	180
88	175
97	170
108	165
119	160
132	155
146	150
162	145
180	140
200	135
222	130
245	125
272	120
300	115
331	110
364	105
400	100
438	95
477	90
519	85
560	80
602	75
644	70
684	65
724	60
762	55
798	50
830	45
859	40
887	35
909	30
930	25
945	20
961	15
973	10
983	5
992	0
